2nd Asst,Angle,Audio End TC,Audio Media,Audio Notes,Audio Start TC,CDL SAT,CDL SOP,Camera #,Camera Aperture,Camera Assistant,Camera Firmware,Camera Manufacturer,Camera Serial #,Camera Type,Clip Color,Clip Directory,Color Space Notes,Comments,DOP,Data Wrangler,Description,Digital Technician,Director,Distance,End TC,Episode #,Episode Name,File Name,Filter,Good Take,ISO,Keywords,LUT 1,LUT Used,Lens Notes,Lens Number,Lens Type,Location,ND Filter,Producer,Production Name,Reel Name,Resolution,Reviewed By - Reviewers Notes,Scene,Script Supervisor,Shot,Shot Type,Shutter,Sound Mixer,Soundroll,Start TC,Take,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,VFX Notes,White Balance Tint,White Point (Kelvin)
,,,,,,1.0000,(1.2218 1.0935 1.0006) (-0.1184 -0.0485 0.0377) (1.0073 0.9903 1.0747),J,T4 1/3 28 -75,,,Sony,00010640,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_2U_SDX7/Camera_Media/J010/J010CN7D/Clip/J010C001_2105099A,S-Gamut3.Cine/S-Log3,,,,,,,,17:35:18:14,,,J010C001_2105099A.mxf,ND .6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,010,4096x2160,,X166,,001,,0.02002315,,,17:34:28:02,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,5600
,,,,,,1.0000,(1.2218 1.0935 1.0006) (-0.1184 -0.0485 0.0377) (1.0073 0.9903 1.0747),J,T4 28 -75,,,Sony,00010640,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_2U_SDX7/Camera_Media/J010/J010CN7D/Clip/J010C002_210509V5,S-Gamut3.Cine/S-Log3,,,,,,,,17:35:57:18,,,J010C002_210509V5.mxf,ND .6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,010,4096x2160,,X166,,002,,0.02002315,,,17:35:27:22,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,5600
,,,,,,1.0000,(1.2218 1.0935 1.0006) (-0.1184 -0.0485 0.0377) (1.0073 0.9903 1.0747),J,,,,Sony,00010640,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_2U_SDX7/Camera_Media/J010/J010CN7D/Clip/J010C003_2105097D,S-Gamut3.Cine/S-Log3,,,,,,,,17:36:31:22,,,J010C003_2105097D.mxf,,0,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,010,4096x2160,,,,003,,0.02002315,,,17:36:30:06,,Int 1,Int 2,Int 3,Int 4,,,,,,0,5600
,,,,,,1.0000,(1.2218 1.0935 1.0006) (-0.1184 -0.0485 0.0377) (1.0073 0.9903 1.0747),J,T4 28 -75,,,Sony,00010640,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_2U_SDX7/Camera_Media/J010/J010CN7D/Clip/J010C004_210509TG,S-Gamut3.Cine/S-Log3,,,,,,,,17:37:12:06,,,J010C004_210509TG.mxf,ND .6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,010,4096x2160,,X166,,004,,0.02002315,,,17:36:36:10,3,Int 1,Int 2,Int 3,Int 4,,,,,,0,5600
,,,,,,1.0000,(1.2218 1.0935 1.0006) (-0.1184 -0.0485 0.0377) (1.0073 0.9903 1.0747),J,,,,Sony,00010640,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_2U_SDX7/Camera_Media/J010/J010CN7D/Clip/J010C005_210509XM,S-Gamut3.Cine/S-Log3,,,,,,,,17:38:38:14,,,J010C005_210509XM.mxf,,0,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,010,4096x2160,,,,005,,0.02002315,,,17:38:35:10,,Int 1,Int 2,Int 3,Int 4,,,,,,0,5600
,,,,,,1.0000,(1.1839 1.0457 0.9396) (-0.1037 -0.0240 0.0753) (1.0073 0.9903 1.0747),J,T4 28 -75,,,Sony,00010640,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_2U_SDX7/Camera_Media/J010/J010CN7D/Clip/J010C006_2105098D,S-Gamut3.Cine/S-Log3,,,,,,,,18:08:30:14,,,J010C006_2105098D.mxf,ND .6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,010,4096x2160,,X166,,006,,0.02002315,,,18:07:13:02,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,5600
