2nd Asst,Angle,Audio End TC,Audio Media,Audio Notes,Audio Start TC,CDL SAT,CDL SOP,Camera #,Camera Aperture,Camera Assistant,Camera Firmware,Camera Manufacturer,Camera Serial #,Camera Type,Clip Color,Clip Directory,Color Space Notes,Comments,DOP,Data Wrangler,Description,Digital Technician,Director,Distance,End TC,Episode #,Episode Name,File Name,Filter,Good Take,ISO,Keywords,LUT 1,LUT Used,Lens Notes,Lens Number,Lens Type,Location,ND Filter,Producer,Production Name,Reel Name,Resolution,Reviewed By - Reviewers Notes,Scene,Script Supervisor,Shot,Shot Type,Shutter,Sound Mixer,Soundroll,Start TC,Take,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,VFX Notes,White Balance Tint,White Point (Kelvin)
,,,,,,1.2000,(1.1639 1.1639 1.1639) (-0.0819 -0.0819 -0.0819) (1.0000 1.0000 1.0000),A,T4 1/2,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C001_2105058I,S-Gamut3.Cine/S-Log3,,,,,,,,20:15:20:10,,,A054C001_2105058I.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,054,4096x3024,,56,,001,,0.02002315,,,20:13:22:18,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1639 1.1639 1.1639) (-0.0819 -0.0819 -0.0819) (1.0000 1.0000 1.0000),A,T4 1/2,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C002_210505MR,S-Gamut3.Cine/S-Log3,,,,,,,,20:21:03:14,,,A054C002_210505MR.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,054,4096x3024,,56,,002,,0.02002315,,,20:19:22:22,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1639 1.1639 1.1639) (-0.0819 -0.0819 -0.0819) (1.0000 1.0000 1.0000),A,T4 1/2,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C003_21050550,S-Gamut3.Cine/S-Log3,,,,,,,,20:25:16:22,,,A054C003_21050550.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,054,4096x3024,,56,,003,,0.02002315,,,20:23:40:14,3,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1639 1.1639 1.1639) (-0.0819 -0.0819 -0.0819) (1.0000 1.0000 1.0000),A,T4 1/2,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C004_210506AK,S-Gamut3.Cine/S-Log3,,,,,,,,21:01:37:14,,,A054C004_210506AK.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,054,4096x3024,,80,,004,,0.02002315,,,21:00:27:22,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.2287 1.2287 1.2287) (-0.1144 -0.1144 -0.1144) (1.0000 1.0000 1.0000),A,T4 1/2,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C005_2105063I,S-Gamut3.Cine/S-Log3,,,,,,,,21:05:57:14,,,A054C005_2105063I.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,054,4096x3024,,80,,005,,0.02002315,,,21:04:47:14,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1639 1.1639 1.1639) (-0.0841 -0.0812 -0.0832) (1.0000 1.0000 1.0000),A,T2.8 1/2,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C006_210506FE,S-Gamut3.Cine/S-Log3,,,,,,,,21:17:14:14,,,A054C006_210506FE.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,93,,006,,0.02002315,,,21:14:55:02,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1639 1.1639 1.1639) (-0.0841 -0.0812 -0.0832) (1.0000 1.0000 1.0000),A,,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C007_210506GB,S-Gamut3.Cine/S-Log3,,,,,,,,21:23:52:22,,,A054C007_210506GB.mxf,,0,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,,,007,,0.02002315,,,21:22:52:02,,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,T2.8 1/3,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C008_210506XX,S-Gamut3.Cine/S-Log3,,,,,,,,21:35:12:18,,,A054C008_210506XX.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,127,,008,,0.02002315,,,21:33:50:10,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,T2.8 1/3,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C009_21050697,S-Gamut3.Cine/S-Log3,,,,,,,,21:36:30:14,,,A054C009_21050697.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,127,,009,,0.02002315,,,21:35:49:22,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,T2.8 1/3,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C010_210506UR,S-Gamut3.Cine/S-Log3,,,,,,,,21:41:23:06,,,A054C010_210506UR.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,D128,,010,,0.02002315,,,21:40:41:22,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C011_210506IP,S-Gamut3.Cine/S-Log3,,,,,,,,21:45:30:06,,,A054C011_210506IP.mxf,,0,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,,,011,,0.02002315,,,21:43:35:02,,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,T2.8 1/3,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C012_210506N4,S-Gamut3.Cine/S-Log3,,,,,,,,21:49:57:14,,,A054C012_210506N4.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,143,,012,,0.02002315,,,21:48:30:22,2,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,T2.8 1/3,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C013_210506OX,S-Gamut3.Cine/S-Log3,,,,,,,,21:58:04:14,,,A054C013_210506OX.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,171,,013,,0.02002315,,,21:56:33:10,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,T2.8 1/3,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C014_210506NF,S-Gamut3.Cine/S-Log3,,,,,,,,22:07:00:02,,,A054C014_210506NF.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,182,,014,,0.02002315,,,22:05:20:02,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
,,,,,,1.2000,(1.1151 1.1151 1.1151) (-0.0576 -0.0576 -0.0576) (1.0000 1.0000 1.0000),A,T2.8 1/3,,,Sony,00011206,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210505_SD25/Camera_Media/A054/A054CB7O/Clip/A054C015_210506HT,S-Gamut3.Cine/S-Log3,,,,,,,,22:17:45:22,,,A054C015_210506HT.mxf,ND.6,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.6,,,054,4096x3024,,182,,015,,0.02002315,,,22:15:31:10,1,Int 1,Int 2,Int 3,Int 4,,,,,,0,4300
