2nd Asst,Angle,Audio End TC,Audio Media,Audio Notes,Audio Start TC,CDL SAT,CDL SOP,Camera #,Camera Aperture,Camera Assistant,Camera Firmware,Camera Manufacturer,Camera Serial #,Camera Type,Clip Color,Clip Directory,Color Space Notes,Comments,DOP,Data Wrangler,Description,Digital Technician,Director,Distance,End TC,Episode #,Episode Name,File Name,Filter,Good Take,ISO,Keywords,LUT 1,LUT Used,Lens Notes,Lens Number,Lens Type,Location,ND Filter,Producer,Production Name,Reel Name,Resolution,Reviewed By - Reviewers Notes,Scene,Script Supervisor,Shot,Shot Type,Shutter,Sound Mixer,Soundroll,Start TC,Take,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,VFX Notes,White Balance Tint,White Point (Kelvin)
,,,,,,,,E,,,6.9.1,Blackmagic Design,,Blackmagic Pocket Cinema Camera 6K,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210430_SD22/Camera_Media/E019,,,,,,,,,13:46:41:00,,,E019_04301346_C001.braw,,0,1250,,,,,,,,0,,,19,6144x3456,,1,,,day interior,0.02,,,13:46:40:15,99,Int 1,Int 2,,,,,,,,0,4000
,,,,,,,,E,,,6.9.1,Blackmagic Design,,Blackmagic Pocket Cinema Camera 6K,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210430_SD22/Camera_Media/E019,,,,,,,,,13:51:17:22,,,E019_04301350_C002.braw,,0,1250,,,,,,,,0,,,19,6144x3456,,1,,,day interior,0.02,,,13:50:04:04,99,Int 1,Int 2,,,,,,,,0,4000
,,,,,,1.0000,(1.0670 1.0626 1.0670) (-0.0351 -0.0306 -0.0351) (1.0000 1.0000 1.0000),E,,,6.9.1,Blackmagic Design,,Blackmagic Pocket Cinema Camera 6K,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210430_SD22/Camera_Media/E019,,,,,,,,,16:43:17:00,,,E019_04301643_C003.braw,,0,1250,,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,,,,,0,,,19,6144x3456,,1,,,day interior,0.02,,,16:43:14:22,99,Int 1,Int 2,,,,,,,,0,4000
,,16:46:41.00,SD22-A2: 84BT01,,16:44:33.00,1.0000,(1.0670 1.0626 1.0670) (-0.0351 -0.0306 -0.0351) (1.0000 1.0000 1.0000),E,,,6.9.1,Blackmagic Design,,Blackmagic Pocket Cinema Camera 6K,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210430_SD22/Camera_Media/E019,,,,,,,,,16:45:23:14,,,E019_04301643_C004.braw,,0,1250,,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,,,,,0,,,19,6144x3456,,84B,,,day interior,0.02,,SD22-A2,16:43:24:17,01,Int 1,Int 2,Mix L,Mix R,BOOM1,BOOM2,JJ,Ch 4,,0,4000
,,16:50:22.00,SD22-A2: 84BgtT01,,16:48:40.00,1.0000,(1.0670 1.0626 1.0670) (-0.0351 -0.0306 -0.0351) (1.0000 1.0000 1.0000),E,,,6.9.1,Blackmagic Design,,Blackmagic Pocket Cinema Camera 6K,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210430_SD22/Camera_Media/E019,,,,,,,,,16:48:58:13,,,E019_04301647_C005.braw,,0,1250,,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,,,,,0,,,19,6144x3456,,84Bgt,,,day interior,0.02,,SD22-A2,16:47:23:23,01,Int 1,Int 2,Mix L,Mix R,BOOM1,BOOM2,JJ,Ch 4,,0,4000
,,16:55:13.00,SD22-A2: 84BgtT02,,16:53:29.00,1.0000,(1.0670 1.0626 1.0670) (-0.0351 -0.0306 -0.0351) (1.0000 1.0000 1.0000),E,,,6.9.1,Blackmagic Design,,Blackmagic Pocket Cinema Camera 6K,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210430_SD22/Camera_Media/E019,,,,,,,,,16:53:45:06,,,E019_04301652_C006.braw,,0,1250,,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,Seb_BMDWGGen4-Pocket6KFilmGen4_to_SG3CineSLog3_33pt.cube1_SGamut3CineSLog3_To_LC-709.cube,,,,,0,,,19,6144x3456,,84Bgt,,,day interior,0.02,,SD22-A2,16:52:16:18,02,Int 1,Int 2,Mix L,Mix R,BOOM1,BOOM2,JJ,Ch 4,,0,4000
