2nd Asst,Angle,Audio End TC,Audio Media,Audio Notes,Audio Start TC,CDL SAT,CDL SOP,Camera #,Camera Aperture,Camera Assistant,Camera Firmware,Camera Manufacturer,Camera Serial #,Camera Type,Clip Color,Clip Directory,Color Space Notes,Comments,DOP,Data Wrangler,Description,Digital Technician,Director,Distance,End TC,Episode #,Episode Name,File Name,Filter,Good Take,ISO,Keywords,LUT 1,LUT Used,Lens Notes,Lens Number,Lens Type,Location,ND Filter,Producer,Production Name,Reel Name,Resolution,Reviewed By - Reviewers Notes,Scene,Script Supervisor,Shot,Shot Type,Shutter,Sound Mixer,Soundroll,Start TC,Take,Track 1,Track 2,Track 3,Track 4,Track 5,Track 6,Track 7,Track 8,VFX Notes,White Balance Tint,White Point (Kelvin)
,,07:58:23.00,S29-A1: 53ABT01,,07:56:47.00,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C001_21051163,S-Gamut3.Cine/S-Log3,,,,,,,,07:58:09:16,,,B067C001_21051163.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,067,4096x3024,,53AB,,001,,0.02002315,,S29-A1,07:56:51:00,01,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,4000
,,07:59:35.00,S29-A1: 53ABT02,,07:58:23.00,1.0000,(1.0692 1.0648 1.0692) (-0.0362 -0.0318 -0.0362) (1.0000 1.0000 1.0000),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C002_210511JT,S-Gamut3.Cine/S-Log3,,,,,,,,07:59:29:20,,,B067C002_210511JT.mxf,ND.3,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0.3,,,067,4096x3024,,53AB,,002,,0.02002315,,S29-A1,07:58:24:08,02,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,4000
,,10:27:39.00,S29-A1: 115BT01,,10:24:03.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C003_210511FJ,S-Gamut3.Cine/S-Log3,,,,,,,,10:27:34:11,,,B067C003_210511FJ.mxf,,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115B,,003,,0.02002315,,S29-A1,10:24:15:07,01,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
,,10:38:56.00,S29-A1: 115BNGT01,,10:35:33.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C004_210511CR,S-Gamut3.Cine/S-Log3,,,,,,,,10:38:47:15,,,B067C004_210511CR.mxf,,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115BNG,,004,,0.02002315,,S29-A1,10:35:43:15,01,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
,,11:51:44.00,S29-A1: 115CT01,,11:48:38.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C005_210511QI,S-Gamut3.Cine/S-Log3,,,,,,,,11:51:38:23,,,B067C005_210511QI.mxf,,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115C,,005,,0.02002315,,S29-A1,11:48:43:23,01,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
,,11:57:09.00,S29-A1: 115CT02,,11:55:01.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C006_210511U5,S-Gamut3.Cine/S-Log3,,,,,,,,11:56:52:15,,,B067C006_210511U5.mxf,,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115C,,006,,0.02002315,,S29-A1,11:55:09:23,02,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
,,12:00:35.00,S29-A1: 115CT03,,11:58:39.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C007_210511ZE,S-Gamut3.Cine/S-Log3,,,,,,,,12:00:30:23,,,B067C007_210511ZE.mxf,,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115C,,007,,0.02002315,,S29-A1,11:58:57:03,03,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
,,12:04:51.00,S29-A1: 115DT01,,12:02:54.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C008_2105119O,S-Gamut3.Cine/S-Log3,,,,,,,,12:04:36:07,,,B067C008_2105119O.mxf,,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115D,,008,,0.02002315,,S29-A1,12:02:58:19,01,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
,,12:07:55.00,S29-A1: 115DT02,,12:05:21.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,T4,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C009_210511RN,S-Gamut3.Cine/S-Log3,,,,,,,,12:05:32:19,,,B067C009_210511RN.mxf,,1,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115D,,009,,0.02002315,,S29-A1,12:05:23:15,02,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
,,12:07:55.00,S29-A1: 115DT02,,12:05:21.00,1.0000,(1.0190 1.0190 1.0190) (-0.0248 -0.0047 -0.0121) (1.1978 1.1978 1.1978),B,,,,Sony,00010306,MPC-3610,,/Volumes/spf_das_areca/INTERCEPTOR/RUSHES/20210511_SD29/Camera_Media/B067/B067CPZ7/Clip/B067C010_2105116X,S-Gamut3.Cine/S-Log3,,,,,,,,12:07:48:03,,,B067C010_2105116X.mxf,,0,2500,,1_SGamut3CineSLog3_To_LC-709.cube,1_SGamut3CineSLog3_To_LC-709.cube,,,Unknown,,0,,,067,4096x3024,,115D,,010,,0.02002315,,S29-A1,12:05:37:07,02,Int 1,Int 2,Int 3,Int 4,Mix L,Mix R,BOOM1,BOOM2,,0,3200
